"","Date.received","Product","Sub.product","Issue","Sub.issue","Consumer.complaint.narrative","Company.public.response","Company","State","ZIP.code","Tags","Consumer.consent.provided.","Submitted.via","Date.sent.to.company","Company.response.to.consumer","Timely.response.","Consumer.disputed.","Complaint.ID"
"3746","12/9/2016","Credit card","Other","Forbearance / Workout plans","Other","Other","Company believes it acted appropriately as authorized by contract or law","Navy FCU","VA","22309","Other","Consent not provided","Web","12/9/2016","Closed with non-monetary relief","Yes","Other",2243030
"3747","1/6/2017","Bank account or service","Checking account","Account opening, closing, or management","Other","Other","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Bank of America","MO","63033","Older American","Other","Phone","1/6/2017","Closed with explanation","Yes","Other",2279262
"3748","11/29/2016","Credit reporting","Other","Incorrect information on credit report","Information is not mine","Other","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Experian","TX","77036","Other","Consent not provided","Web","11/29/2016","Closed with explanation","Yes","No",2228048
"3749","10/28/2016","Bank account or service","Checking account","Making/receiving payments, sending money","Other","Other","Company believes it acted appropriately as authorized by contract or law","Navy FCU","Other","Other","Other","Other","Referral","11/7/2016","Closed with monetary relief","Yes","No",2185097
"3750","12/2/2016","Payday loan","Payday loan","Payment to acct not credited","Payment to acct not credited","Other","Other","Acceptance Solutions Group, INC","WI","53066","Other","Consent not provided","Web","12/2/2016","Closed with explanation","Yes","No",2233428
"3751","1/19/2017","Student loan","Federal student loan servicing","Can't repay my loan","Can't decrease my monthly payments","Other","Other","AES/PHEAA","MS","39750","Other","Other","Web","1/19/2017","Closed with explanation","Yes","Other",2298150
"3752","11/21/2016","Debt collection","I do not know","Cont'd attempts collect debt not owed","Debt is not mine","Other","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Synchrony Financial","CA","91739","Other","Consent not provided","Web","11/21/2016","Closed with explanation","Yes","No",2218870
"3753","1/19/2017","Credit reporting","Other","Incorrect information on credit report","Account status","Other","Other","JPMorgan Chase & Co.","FL","34653","Other","Other","Postal mail","1/24/2017","Closed with explanation","Yes","Other",2297085
"3754","11/29/2016","Credit reporting","Other","Incorrect information on credit report","Account status","Other","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Experian","GA","30052","Other","Consent not provided","Web","11/29/2016","Closed with explanation","Yes","No",2228166
"3755","2/2/2017","Consumer Loan","Vehicle loan","Taking out the loan or lease","Other","Other","Other","Navy FCU","MD","207XX","Other","Other","Web","2/2/2017","In progress","Yes","Other",2324868
"3756","9/26/2016","Money transfers","International money transfer","Money was not available when promised","Other","We sold a property in XXXX and transferred the money to our account here in USA. The XXXX Bank sent out the money on XXXX XXXX, 2016 via Deutsche Bank, XXXX. XXXX XXXX XXXX got the money transfer on XXXX XXXX, 2016. The money could not be traced from Deutsche Bank XXXX to Deutsche Bank New York for more than 4 weeks. During this time we lost more than XXXX in the exchange rate XXXX/Dollar. Deutsche Bank is blocking any information on where the money was for this 4 weeks. The only proof we have is the outgoing wire copy from the XXXX Bank and the arrival at XXXX XXXX XXXX. We complaint in XXXX, but Deutsche Bank said we have to go back to the XXXX Bank. But from there we have the clear proof with all correct banking details for the money transfer.And the XXXX "" XXXX Deutscher Banken in XXXX '' seems to protect the Deutsche Bank also, as they do no open a case since XXXX when we sent them all documents and proofs.","Other","Deutsche Bank","FL","341XX","Older American","Consent provided","Web","10/4/2016","Closed with explanation","No","No",2132673
"3757","1/25/2017","Student loan","Federal student loan servicing","Dealing with my lender or servicer","Trouble with how payments are handled","Other","Company believes it acted appropriately as authorized by contract or law","MOHELA","WA","99204","Other","Other","Referral","1/27/2017","Closed with explanation","Yes","Other",2311180
"3758","10/24/2016","Mortgage","Conventional fixed mortgage","Loan servicing, payments, escrow account","Other","Other","Other","Nationstar Mortgage","CA","94618","Other","Consent not provided","Web","10/24/2016","Closed with explanation","Yes","No",2175580
"3759","10/24/2016","Bank account or service","Checking account","Problems caused by my funds being low","Other","I opened a Checking account # XXXX and Savings account # XXXX with Citizen 's Bank and I have been doing all my transactions online or using debit card over the course of 2 years. I never received emails, text messages, or phone calls from Citizen Bank regarding my account balance and I have been responsible and current in all my banking transactions. On XXXX XXXX, 2016 I received a letter dated XXXX/XXXX/2016 from Citizens bank indicating that my account was overdrawn by {$180.00} urging me to make a deposit. I looked online to see why I was assessed an overdraft charge, assuming a fraudulent activity had occurred to make my account balance excessively overdue. It showed that my account was overdrawn by {$25.00}. The bank charged an overdraft fee, and then XXXX additional sustained overdraft fees within 5 days of the initial overdraft charge, without notifying me of the first overdraft charge or giving me the opportunity to rectify the matter. Another deposit and charge was automatically debited to my checking account two weeks later which then triggered another overdraft fee. A total of {$160.00} was charged to my account without letting me know by phone, text message, or email that my account was overdrawn. I visited a branch and was told that my account is only eligible for a one time overdraft reversal so the initial overdraft fee no longer applied and I just have to pay the 2nd overdraft fee and XXXX sustained overdrafts ( {$120.00} total ) to bring my account current. If the bank had informed me of the original overdraft right away, I would not have had to to pay any overdraft or sustained overdraft fees, but the bank did not call, text message or email me and kept charging sustained overdraft fees over and over again within a period of 5 days. The only letter I received is dated XXXX XXXX, and arrived on XXXX XXXX, 2016 ( 3 weeks after the initial overdraft charge ) which did not allow me the proper time or consideration to rectify my account before all the sustained overdraft fees occurred. I feel victimized as a result of the banks improper notification procedures. I also feel that the overdraft charges and sustained overdraft charges were excessive considering my previous flawless record and history of banking with Citizen 's Bank.","Other","Citizens Financial Group, Inc.","MA","020XX","Other","Consent provided","Web","10/24/2016","Closed with monetary relief","Yes","No",2174998
"3760","1/30/2017","Credit reporting","Other","Incorrect information on credit report","Information is not mine","Other","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Experian","OH","44143","Other","Consent not provided","Web","1/30/2017","Closed with non-monetary relief","Yes","Other",2316738
"3761","1/24/2017","Debt collection","Other (i.e. phone, health club, etc.)","Cont'd attempts collect debt not owed","Debt is not mine","Other","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Allied Interstate LLC","TX","75022","Other","Other","Referral","1/30/2017","Closed with non-monetary relief","Yes","Other",2308286
"3762","11/30/2016","Debt collection","Credit card","Disclosure verification of debt","Not given enough info to verify debt","Other","Other","Capital One","TX","78613","Other","Other","Postal mail","12/1/2016","Closed with explanation","Yes","No",2230429
"3763","10/18/2016","Bank account or service","Checking account","Deposits and withdrawals","Other","Other","Other","Citizens Financial Group, Inc.","MA","2458","Other","Other","Phone","10/25/2016","Closed with explanation","Yes","No",2166231
"3764","1/24/2017","Credit card","Other","Rewards","Other","Other","Other","Amex","CA","95240","Other","Other","Web","2/2/2017","Closed with explanation","Yes","Other",2308548
"3765","1/21/2017","Mortgage","Conventional fixed mortgage","Loan modification,collection,foreclosure","Other","Other","Other","Caliber Home Loans, Inc","MD","21001","Other","Other","Web","1/21/2017","Closed with explanation","Yes","Other",2302562
"3766","10/24/2016","Credit reporting","Other","Credit reporting company's investigation","Problem with statement of dispute","Inability to upload files ( XXXX or XXXX ) to Experian for online dispute reporting. It is not an issue of file size, even considering the stated upload size available, which you should review. And, if uploaded docs may be easily hacked enroute (? ), why "" offer '' this option? I will call to see if FAXING doc is an option on next business day ; my doc contained names and a bank contact no, but referenced only last XXXX digits of account in dispute, which actually needs to be removed from my present credit information. Credit company STILL too difficult to access for help. This is the age of digital information, not reliance on snail mail. Internet search also reflects this issue with uploading docs. Why is this problem being allowed to continue? Thank you.","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Experian","MS","392XX","Other","Consent provided","Web","10/24/2016","Closed with explanation","Yes","No",2175798
"3767","11/8/2016","Debt collection","Payday loan","Disclosure verification of debt","Right to dispute notice not received","Other","Other","Midwest Recovery Systems","CA","94618","Servicemember","Consent not provided","Web","11/8/2016","Closed with explanation","No","Other",2200670
"3768","11/21/2016","Mortgage","Other mortgage","Loan servicing, payments, escrow account","Other","Other","Other","Fay Servicing, LLC","PA","19102","Other","Other","Postal mail","11/21/2016","Closed with explanation","Yes","No",2218096
"3769","1/23/2017","Credit card","Other","Billing disputes","Other","Other","Other","Capital One","FL","325XX","Older American","Other","Web","1/23/2017","Closed with explanation","Yes","Other",2306513
"3770","10/21/2016","Credit reporting","Other","Incorrect information on credit report","Account status","The account in dispute is Child support enforcement.This account is delinquent I am not questioning that, but it has been paid every month for 4 years in a row. I sent supporting documentation showing the payment history directly from the creditors website. Since the initial dispute they have continued to make the reporting more and more derogatory. Initially it showed 120 days late but reported the payment history. After the 1st dispute the moved it to 150 days late, after the second dispute they added a note that creditor recently located me and moved it to 180 days late. I have made on time payments for 4 years straight and again uploaded the evidence of this to Experian. This reporting needs to either be corrected to report the accurate reporting of the 4 years payment history and the insinuation that I was just recently located or it needs to be removed altogether. They are in violation of both the FCRA and FACTA. It is obvious that they are on a vendetta because I dared to dispute their inaccurate reporting. Please Help. I did try to upload the payment history on your site but the attach button is not working","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Experian","AZ","850XX","Other","Consent provided","Web","10/21/2016","Closed with non-monetary relief","Yes","No",2169577
"3771","11/3/2016","Debt collection","Other (i.e. phone, health club, etc.)","Taking/threatening an illegal action","Sued w/o proper notification of suit","The announced herself as representer from the legal office of XXXX XXXX calling from ( XXXX ) XXXX and that were had begun to prepare legal document to sue me in court regarding a {$500.00} debt with Mid Atlantic credit card. However the particular account she was referencing has been discharge by the company more than a year ago.","Company believes complaint caused principally by actions of third party outside the control or direction of the company","Continental Finance Company, LLC","MD","207XX","Other","Consent provided","Web","11/26/2016","Closed with explanation","Yes","No",2192939
"3772","1/31/2017","Money transfers","International money transfer","Other service issues","Other","Other","Other","MoneyGram","NV","89119","Older American","Other","Phone","1/31/2017","Closed with explanation","Yes","Other",2320369
"3773","1/19/2017","Student loan","Federal student loan servicing","Dealing with my lender or servicer","Having problems with customer service","Other","Other","AES/PHEAA","NH","035XX","Other","Other","Web","1/19/2017","Closed with explanation","Yes","Yes",2297398
"3774","1/4/2017","Bank account or service","Checking account","Problems caused by my funds being low","Other","Bank of America continually uses their various account access resources ( web module, mobile app, etc. ) to display incorrect balances for my account, causing me to confidently make purchases for which there are no actual funds. These transactions results in irreparable "" overdraft fees '' which are exorbitant and unnecessary. I have repeatedly asked that my ACTUAL balance be shown, that my transactions be made in chronological order, and not in a predatory hierarchy, and that transactions for which there are no funds simply be denied rather than overdrafted. When I bring up these concerns I 'm assured that my concerns will be met. I write this currently overdrawn, because an overdraft fee was issued when my account displayed one amount of money, and a purchase was made for LESS than that amount of money. I was told this was because I did n't ACTUALLY have that much money in my account at the time of purchase ... .well then why in XXXX 's name did your app, your website and your ATM all say I did??","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Bank of America","TN","370XX","Other","Consent provided","Web","1/4/2017","Closed with monetary relief","Yes","Other",2274581
"3775","12/23/2016","Mortgage","Other mortgage","Loan servicing, payments, escrow account","Other","Other","Company believes it acted appropriately as authorized by contract or law","Nationstar Mortgage","NM","87114","Other","Other","Fax","12/23/2016","Closed with explanation","Yes","Other",2262451
"3776","12/4/2016","Bank account or service","Other bank product/service","Account opening, closing, or management","Other","PayPal Credit is a service which I never wanted to be enrolled in. I was automatically placed into an account where some of my XXXX purchases were not simply placed on my XXXX credit card, but rather given to a new creditor called the XXXX in XXXX. PayPal credit has been billing me for far more than my XXXX purchases forced into this credit account. I have reluctantly paid off all that they have insisted that I owe. I hope your agency is able to recover my losses which are approximately XXXX dollars.","Other","PayPal Holdings, Inc.","MO","640XX","Other","Consent provided","Web","12/5/2016","Closed with monetary relief","Yes","Yes",2234606
"3777","1/6/2017","Credit card","Other","Other","Other","Other","Other","JPMorgan Chase & Co.","WI","54301","Other","Other","Web","1/10/2017","Closed with explanation","Yes","Other",2279066
"3778","1/17/2017","Debt collection","Other (i.e. phone, health club, etc.)","False statements or representation","Impersonated an attorney or official","Other","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Synchrony Financial","IL","60803","Other","Other","Phone","1/20/2017","Closed with non-monetary relief","Yes","Other",2292134
"3779","11/23/2016","Mortgage","Conventional fixed mortgage","Loan servicing, payments, escrow account","Other","Other","Company believes it acted appropriately as authorized by contract or law","Ditech Financial LLC","ND","58103","Other","Consent not provided","Web","11/23/2016","Closed with explanation","Yes","No",2221751
"3780","11/22/2016","Bank account or service","Checking account","Account opening, closing, or management","Other","Other","Company has responded to the consumer and the CFPB and chooses not to provide a public response","SunTrust Banks, Inc.","SC","29673","Other","Consent not provided","Web","11/22/2016","Closed with explanation","Yes","No",2220086
"3781","11/28/2016","Debt collection","Other (i.e. phone, health club, etc.)","Cont'd attempts collect debt not owed","Debt was paid","Other","Company believes it acted appropriately as authorized by contract or law","ERC","OH","44109","Other","Consent not provided","Web","11/28/2016","Closed","Yes","No",2224730
"3782","1/29/2017","Student loan","Non-federal student loan","Can't repay my loan","Can't temporarily postpone payments","Other","Other","First Associates Loan Servicing LLC","TX","76132","Other","Other","Web","2/2/2017","Closed","Yes","Other",2316805
"3783","12/1/2016","Credit reporting","Other","Incorrect information on credit report","Information is not mine","I have a hard inquiry on my report from XXXX. This is a result of identity theft as I did not request or authorize any inquiries at this time.","Other","Equifax","PA","194XX","Other","Consent provided","Web","12/1/2016","Closed with explanation","Yes","No",2232136
"3784","12/4/2016","Prepaid card","General purpose card","Fraud or scam","Other","I purchased to 'Simon 5 % back ' Giftcards, with a balance of XXXX on each card. The card has a promotion that if it is used at certain merchants, 5 % of the purchase will be refunded to the card. I made a large purchase at XXXX for approximately XXXX, using my XXXX cards. XXXX is one of the merchants included in the promo. So 5 % was refunded to both cards. I subsequently returned the merchandise to XXXX and they credited the funds back to the cards. At this point Blackhawk Network ( BHN ) blocked my cards. It is very difficult to deal with them. It took a week for them to even do anything. They asked for receipts of the refund, which I promptly provided. I called back and asked why is the card still blocked and was told that they want proof that the promo funds were added to the card. I have no such proof or way of providing that. THEY KNOW it was added to the card and THEY BLOCKED me from seeing the card activity. So basically they are insisting that I provide information that ( 1 ) they already have ; and ( 2 ) they are withholding from me. Now we are talking about {$1000.00}. I ca n't afford to play games with this shady company.","Other","Blackhawk Network Holdings Inc.","NJ","087XX","Other","Consent provided","Web","12/5/2016","Closed with explanation","Yes","Other",2234498
"3785","12/6/2016","Debt collection","Other (i.e. phone, health club, etc.)","Disclosure verification of debt","Not given enough info to verify debt","Other","Other","Capital One","FL","33619","Other","Consent not provided","Web","12/6/2016","Closed with explanation","Yes","Other",2235789
"3786","10/30/2016","Debt collection","Other (i.e. phone, health club, etc.)","Cont'd attempts collect debt not owed","Debt is not mine","I am not aware of this debt. Possibly the result of identity theft. It is adversely affecting my credit.","Company believes it acted appropriately as authorized by contract or law","National Credit Systems,Inc.","TX","750XX","Other","Consent provided","Web","11/1/2016","Closed with explanation","Yes","No",2186054
"3787","1/29/2017","Credit card","Other","Billing disputes","Other","Other","Other","Amex","GA","30078","Other","Other","Web","1/29/2017","Closed with monetary relief","Yes","Yes",2316481
"3788","1/17/2017","Consumer Loan","Installment loan","Problems when you are unable to pay","Other","Other","Other","Conn's, Inc.","TX","782XX","Other","Other","Web","1/18/2017","Closed with monetary relief","Yes","Yes",2291721
"3789","11/22/2016","Credit card","Other","Late fee","Other","Paypal Credit 's website is confusing and does not accurately reflect all activity. When speaking with representatives like XXXX, it 's confusing to them and they can barely follow along with it. I am not receiving statements, which proves it difficult to determine the due dates on the accounts. The Reps are n't knowledgeable and the only thing they repeat to you is the amount due on the screen.","Other","PayPal Holdings, Inc.","IL","606XX","Other","Consent provided","Web","11/22/2016","Closed with monetary relief","Yes","No",2219307
"3790","1/25/2017","Bank account or service","Other bank product/service","Account opening, closing, or management","Other","Other","Other","Capital One","SC","29461","Older American","Other","Phone","1/25/2017","Closed with explanation","Yes","Other",2311468
"3791","11/23/2016","Credit reporting","Other","Incorrect information on credit report","Personal information","Transunion is reporting the date of birth that belongs to someone else AS ( XX/XX/XXXX ), not mine ... .my birth date is ( XX/XX/XXXX ) Also Transunion is NOT reporting my current and true address of XXXX XXXX XXXX XXXX XXXX , TN XXXX. I have attached my photo ID with my current and true mailing address, please update my file, thanks.","Company has responded to the consumer and the CFPB and chooses not to provide a public response","TransUnion Intermediate Holdings, Inc.","TN","380XX","Servicemember","Consent provided","Web","11/23/2016","Closed with non-monetary relief","Yes","No",2221743
"3792","10/18/2016","Debt collection","Other (i.e. phone, health club, etc.)","Cont'd attempts collect debt not owed","Debt is not mine","Other","Other","Financial Credit Service, Inc.","VA","24179","Other","Other","Referral","12/2/2016","Closed with explanation","Yes","No",2165592
"3793","12/21/2016","Bank account or service","Other bank product/service","Deposits and withdrawals","Other","Other","Other","Citizens Financial Group, Inc.","PA","15057","Other","Other","Referral","12/22/2016","Closed with monetary relief","Yes","Other",2259637
"3794","12/22/2016","Credit reporting","Other","Incorrect information on credit report","Information is not mine","Other","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Experian","TX","79464","Other","Consent not provided","Web","12/22/2016","Closed with non-monetary relief","Yes","Other",2261245
"3795","12/5/2016","Student loan","Non-federal student loan","Dealing with my lender or servicer","Trouble with how payments are handled","Other","Other","Nelnet","FL","32824","Other","Consent not provided","Web","12/5/2016","Closed with explanation","Yes","Yes",2235390
"3796","11/9/2016","Credit reporting","Other","Incorrect information on credit report","Public record","Other","Company has responded to the consumer and the CFPB and chooses not to provide a public response","TransUnion Intermediate Holdings, Inc.","CO","80011","Other","Consent not provided","Web","11/10/2016","Closed with non-monetary relief","Yes","No",2201760
"3797","11/21/2016","Debt collection","Other (i.e. phone, health club, etc.)","Cont'd attempts collect debt not owed","Debt resulted from identity theft","After reviewing my credit report from all XXXX credit bureaus there is an item that is inaccurate i was a victom of identity theft back in XXXX. it claims i had got an apt or home under my name. which is not true nor have i ever heard of them. a balance of {$5500.00} has been reported from collector. i have attached all of my DL for where i have lived going all the way back to XXXX","Company believes it acted appropriately as authorized by contract or law","National Credit Systems,Inc.","TX","770XX","Other","Consent provided","Web","11/21/2016","Closed with explanation","Yes","No",2216839
"3798","1/4/2017","Credit reporting","Other","Incorrect information on credit report","Account status","Other","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Ally Financial Inc.","NC","28625","Other","Other","Referral","1/6/2017","Closed with non-monetary relief","Yes","Other",2273505
"3799","12/5/2016","Consumer Loan","Installment loan","Shopping for a loan or lease","Other","I got a XXXX loan in 2008 at security finance in XXXX SC. I made my payments and renewed at a later time. I finished paying the loan and happy ive repaid my 1st installment loan. I remember the first crew that were employed there was terminated for not putting the customers payments toward their account. I 'm not sure if its true but recently applied for a loan at security finance and was told I owe them 350.00+ so they denied me. I paid my loan off and its been roughly 8 years since I 've gotten a loan with them so I do n't have the receipts which I held for 3 years. I really need this balance off my report. Its hurting tremendously. I ca n't even get a glass of water on credit due to their bad actions that got them terminated. Thanks.","Other","Security Finance","SC","298XX","Other","Consent provided","Web","12/6/2016","Closed","Yes","Yes",2235683
"3800","12/5/2016","Consumer Loan","Vehicle loan","Taking out the loan or lease","Other","On XXXX XXXX, XXXX, at XXXX I called TitleMax at XXXX. I spoke with a man whom I believe to be XXXX XXXX XXXX, about getting a installment loan on my XXXX XXXX, and pay off the balance of my interest only loan I had with TitleMax, on my XXXX XXXX, that I had taken out when my mother had past away to help pay for her funeral. I had an option when I did the loan at the TitleMax store located on XXXX XXXX XXXX, XXXX, Ga., to do an interest only month to month loan, or the option to pay over time with installments payments. I believe I was shown 2 options ( papers ), with scheduled payment amounts, how much each payment would be each month, how much would go towards interest, and how much would be applied to paying down the principle balance. The other option was just to pay interest only, month to month, and I understood and agreed to do the interest only loan. The lady that did my loan explained everything to me.I read the paperwork, signed the documents, and regretted not doing the installment loan because I have not been reimbursed from the estate within a month or so after taking out the interest only loan. I had thought I would have paid that off within a few months at the most when I took that loan out. I explained to XXXX XXXX when I called him on XXXX XXXX, XXXX, that I DID NOT WANT THE SAME TYPE LOAN AS I HAD ON MY XXXX. I was on my way to work when I called. He explained to me over the phone, after giving me directions to his location, because the Titlemax location I had used for the XXXX loan had closed or moved, and I had been making payments over the phone to this location every month, located on XXXX XXXX XXXX, XXXX, XXXX, Ga. XXXX. He explained to me that he could do a 12 month, or 24 month installment loan at around 8 to 9 % interest, and my payments would be around {$610.00} a month on a {$6000.00} loan for the 24 months and {$6000.00} is what he said I could get when he typed in my make and model and millage.I asked how long this would take because I was on my way to work, and he said about 20-30 minutes. The amount he said, the terms and conditions, payments, interest rate, was explained to me over the phone. When I walked into the TiltleMax store, XXXX was waiting on me, and all he said he needed from me was the title, my ID ( drivers license ). He went outside and took photos of my car, sent them to someone outside the store, on a cell phone. All I did was walk in the store and sat in a chair at his desk while he was sending whatever it was he was sending, and It was taking longer than expected, then they responded and he told me they are cutting a check for {$6800.00}. He asked me if all of my information was still the same while he was waiting on whoever to respond, I told him it was.He took a photo of me.I asked about paying off the XXXX loan, and he told me the easy thing to do would be to come back in once I cashed the check. I said thats it, and he said yes and handed me the check in the amount of {$6800.00}. I assumed I would be signing paperwork, and going over paperwork, but he did n't ask me to, and I trusted everything he told me to be correct over the phone. Everything is paperless now he said. I was late for work and I had no reason to believe otherwise. When I went back to pay off my XXXX and make a payment on the XXXX, XXXX XXXX was not there, they could only find my XXXX in the system, and then they found something that said I owed $ XXXX.The manger XXXX said that he did n't know anything about my loan, and said I could call and talk with XXXX XXXX the next day and he took {$820.00} cash from me. I asked for my paperwork and he just handed me a receipt and said he did n't know any details and XXXX XXXX could go over everything when he got in the next day. I have since learned that all of my paperwork was forged, and I still do not have all of the paperwork.","Other","TMX Finance LLC","GA","305XX","Other","Consent provided","Web","12/5/2016","Closed with explanation","Yes","Yes",2235496
"3801","1/24/2017","Consumer Loan","Installment loan","Problems when you are unable to pay","Other","Other","Other","Fifth Third Financial Corporation","GA","30106","Other","Other","Web","1/24/2017","Closed with explanation","Yes","Other",2307196
"3802","12/16/2016","Mortgage","Conventional fixed mortgage","Loan servicing, payments, escrow account","Other","Other","Other","Brock & Scott, PLLC","GA","301XX","Other","Other","Web","1/25/2017","Closed with explanation","Yes","Other",2253142
"3803","1/22/2017","Student loan","Non-federal student loan","Dealing with my lender or servicer","Received bad information about my loan","Other","Other","Nelnet","CA","930XX","Other","Other","Web","1/22/2017","Closed with explanation","Yes","Other",2302961
"3804","11/15/2016","Debt collection","I do not know","Cont'd attempts collect debt not owed","Debt is not mine","Other","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Wells Fargo & Company","VA","24073","Other","Consent not provided","Web","11/15/2016","Closed with explanation","No","No",2207672
"3805","11/21/2016","Mortgage","Conventional fixed mortgage","Loan servicing, payments, escrow account","Other","Other","Other","PHH Mortgage","CA","92123","Other","Consent not provided","Web","11/21/2016","Closed with explanation","Yes","No",2218092
"3806","1/19/2017","Student loan","Federal student loan servicing","Can't repay my loan","Can't get flexible payment options","Other","Other","AES/PHEAA","CA","93535","Other","Other","Web","1/19/2017","Closed with explanation","Yes","Other",2293870
"3807","1/27/2017","Prepaid card","General purpose card","Unauthorized transactions/trans. issues","Other","Other","Other","Amex","GA","300XX","Servicemember","Other","Web","2/1/2017","Closed with explanation","Yes","Other",2314494
"3808","10/6/2016","Consumer Loan","Vehicle lease","Taking out the loan or lease","Other","I lease my vehicle with a company name Ally. I have decided to purchase my vehicle and I called them to get a payoff and I was told It would take two business day, to make the long story short ; in my credit report it has been reported that i owed {$23000.00} and in the payoff amount it said {$29.00}, XXXX, when I called them to get an explanation none of the employees can explain in details why im i been charge that amount. I feel that in some part they have violated Regulation M since I 'm not able to get a clear understanding and none of the paperwork explain what I 'm been charge. please help me get this square away.","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Ally Financial Inc.","TX","773XX","Other","Consent provided","Web","10/6/2016","Closed with explanation","Yes","No",2148938
"3809","1/17/2017","Mortgage","Home equity loan or line of credit","Loan servicing, payments, escrow account","Other","Other","Company has responded to the consumer and the CFPB and chooses not to provide a public response","BMO Harris","IN","46902","Older American","Other","Postal mail","1/31/2017","Closed with explanation","Yes","Other",2291535
"3810","12/5/2016","Debt collection","Medical","Improper contact or sharing of info","Talked to a third party about my debt","I had a XXXX debt, they did not send me anything and did not call me, they called my son, told him the amount of the debt and the date of service. He told them to call me. And when i called back, they did have my phone number and address. They must have just got the debt, i assume because they did not try to contact me prior.","Other","State Collection Service, Inc.","WI","530XX","Other","Consent provided","Web","12/5/2016","Closed with explanation","Yes","Yes",2236704
"3811","12/22/2016","Credit reporting","Other","Credit reporting company's investigation","Investigation took too long","Other","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Experian","FL","33016","Other","Consent not provided","Web","12/22/2016","Closed with non-monetary relief","Yes","Other",2260958
"3812","10/24/2016","Credit reporting","Other","Credit reporting company's investigation","Problem with statement of dispute","Other","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Experian","MD","21114","Other","Consent not provided","Web","10/24/2016","Closed with explanation","Yes","No",2176570
"3813","11/23/2016","Mortgage","Other mortgage","Loan servicing, payments, escrow account","Other","Other","Other","JPMorgan Chase & Co.","CA","92505","Other","Other","Referral","11/28/2016","Closed with explanation","Yes","No",2222063
"3814","11/23/2016","Debt collection","Other (i.e. phone, health club, etc.)","Cont'd attempts collect debt not owed","Debt was paid","I called Amsher XXXX Collection on XXXX/XXXX/2016 and made a settlement of {$390.00}. I called back on XXXX/XXXX/2016 because XXXX needs more information on my account in order for them to release and unlock my phone as I was promised by XXXX XXXX XXXX as per our conversation recorded for security purposes. Now I am being charged {$98.00} as per XXXX different collectors ( recorded calls remember ) attend my call they had my XXXX up giving me the run around finally after XXXX of giving me the run around finally XXXX XXXX Production Supervisor comes on the phone trying to justify with words defying and being nice but rude towards me she would n't even let me talk to the CEO of the company. I ask for his name it was denied over the phone so I skipped traced and found it, I would love for if you can hear it too. What a professional company??? it looks like it should be for clowns.","Company believes it acted appropriately as authorized by contract or law","Amsher Collection Services, Inc.","CT","063XX","Other","Consent provided","Web","11/23/2016","Closed with explanation","Yes","No",2221833
"3815","11/9/2016","Bank account or service","Checking account","Using a debit or ATM card","Other","Other","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Bank of America","TX","75089","Other","Consent not provided","Web","11/9/2016","Closed with monetary relief","Yes","No",2202389
"3816","11/22/2016","Bank account or service","Checking account","Account opening, closing, or management","Other","Other","Other","Fifth Third Financial Corporation","MI","48103","Other","Consent not provided","Web","11/22/2016","Closed with explanation","Yes","No",2219203
"3817","1/18/2017","Debt collection","Medical","Disclosure verification of debt","Not given enough info to verify debt","Other","Other","Professional Recovery Management","TN","37027","Other","Other","Web","1/19/2017","In progress","Yes","Other",2292339
"3818","1/19/2017","Mortgage","Conventional fixed mortgage","Loan servicing, payments, escrow account","Other","Other","Other","Franklin Credit Management","MI","48021","Other","Other","Phone","1/23/2017","Closed with explanation","Yes","Other",2297106
"3819","1/18/2017","Debt collection","Other (i.e. phone, health club, etc.)","Improper contact or sharing of info","Contacted employer after asked not to","Other","Company believes the complaint is the result of a misunderstanding","I.Q. Data International, Inc.","CA","93036","Other","Other","Phone","1/19/2017","Closed with explanation","Yes","Other",2295339
"3820","12/1/2016","Credit card","Other","Transaction issue","Other","I initiated a credit dispute with American Express on XXXX XXXX, 2016. AMEX, unilaterally allowed the merchant to reinstate the charge without properly investigating the facts. The time for resolution by AMEX/XXXX as now expired and a full credit is due to me.","Other","Amex","CO","816XX","Older American","Consent provided","Web","12/1/2016","Closed with explanation","Yes","No",2231378
