VentureFirm,Date,StartUp,Investment
Freestyle Capital,11/1/2015,buildingconnected,$8.5M / Series A
Freestyle Capital,11/1/2015,buildingconnected,$2.2M / Seed
Freestyle Capital,9/1/2015,Ease Central,$2.1M / Seed
Freestyle Capital,8/1/2015,Narvar,$10M / Series A
Freestyle Capital,8/1/2015,TrueFacet,$2.7M / Venture (Lead)
Freestyle Capital,8/1/2015,Payable,$2.1M / Seed
Freestyle Capital,6/1/2015,Airtable,$7.6M / Series A
Freestyle Capital,5/1/2015,Wag,$2.45M / Seed (Lead)
Freestyle Capital,4/1/2015,ApplePie Capital,$6M / Series A
Freestyle Capital,2/1/2015,Airtable,$3M / Seed
Freestyle Capital,12/1/2014,Digit,$2.5M / Seed
Freestyle Capital,12/1/2014,Nestio,$1.6M / Seed (Lead)
Freestyle Capital,11/1/2014,Boomtown!,$3M / Seed
Freestyle Capital,8/1/2014,AdStage,$6.25M / Series A
Freestyle Capital,7/1/2014,ApplePie Capital,$3.77M / Seed
Freestyle Capital,6/1/2014,Narvar,$2M / Seed (Lead)
Freestyle Capital,5/1/2014,Chartbeat,$3.1M / Venture
Freestyle Capital,4/1/2014,Stitch,$3.25M / Seed
Freestyle Capital,4/1/2014,Last Guide,$2.1M / Seed (Lead)
Freestyle Capital,2/1/2014,UXPin,$1.6M / Seed (Lead)
Freestyle Capital,1/1/2014,Guardly,$1.45M / Seed (Lead)
East Ventures,11/1/2015,Scraplr,undisclosed amount / Seed
East Ventures,11/1/2015,Kaodim,$4M / Series A
East Ventures,11/1/2015,Prinzio,$400k / Seed
East Ventures,11/1/2015,Sociolla,undisclosed amount /Series A
East Ventures,10/1/2015,Hipvan,$3.32M / Series A
East Ventures,10/1/2015,Konsula,undisclosed amount / Seed
East Ventures,9/1/2015,IDNtimes,undisclosed amount / Seed
East Ventures,8/1/2015,Talenta,undisclosed amount /Venture
East Ventures,8/1/2015,PopBox,undisclosed amount / Seed
East Ventures,7/1/2015,Cermati,undisclosed amount / Seed
East Ventures,7/1/2015,Berry Kitchen,$1.25M / Series A
East Ventures,7/1/2015,Adskom,undisclosed amount /Series A
East Ventures,6/1/2015,Tech in Asia,$4M / Series C
East Ventures,6/1/2015,"PrimeAgain,Inc",$810k / Seed
East Ventures,6/1/2015,ralali,$2.5M / Series A
East Ventures,5/1/2015,User Local,¥210M / Venture
East Ventures,5/1/2015,Omise,$2.6M / Series A
East Ventures,5/1/2015,UHOO,undisclosed amount / Seed
East Ventures,5/1/2015,Kudo,undisclosed amount /Series A
East Ventures,5/1/2015,Gradberry,undisclosed amount / Seed
East Ventures,4/1/2015,Livaza.com,undisclosed amount / Seed
East Ventures,4/1/2015,Otten Coffee,undisclosed amount /Series A
East Ventures,4/1/2015,WhatWeLike,undisclosed amount / Seed
East Ventures,4/1/2015,Blisby,$300k / Seed
East Ventures,3/1/2015,"POLYGLOTS, Inc.",$200k / Seed
East Ventures,3/1/2015,"POLYGLOTS, Inc.",$200k / Seed
East Ventures,3/1/2015,MoolahSense,undisclosed amount / Seed
East Ventures,3/1/2015,Oodle,$718k / Venture
East Ventures,3/1/2015,Shopback,$600k / Seed
East Ventures,3/1/2015,Bridestory,undisclosed amount /Series A
East Ventures,2/1/2015,tsukuruba inc.,undisclosed amount /Series A
East Ventures,2/1/2015,Kaodim,$550k / Seed
East Ventures,2/1/2015,Shopline,$1.2M / Seed
East Ventures,1/1/2015,Siamsquared Technologies,$800k / Seed
East Ventures,1/1/2015,Shoppr,$400k / Seed
East Ventures,1/1/2015,AgIC Inc.,¥60M / Seed
East Ventures,1/1/2015,Bornevia,undisclosed amount / Seed
East Ventures,12/1/2014,Alkemis Games,undisclosed amount / Seed
East Ventures,11/1/2014,Pocket Supernova,¥120M / Seed
East Ventures,11/1/2014,"POLYGLOTS, Inc.",$150k / Angel
East Ventures,10/1/2014,VideoSelfie,$1.2M / Seed
East Ventures,10/1/2014,SENSU,$80k / Seed
East Ventures,10/1/2014,Translimit,$2.8M / Venture
East Ventures,10/1/2014,Mercari,$23.6M / Series C
East Ventures,9/1/2014,Talenta,undisclosed amount / Seed
East Ventures,9/1/2014,Moka,undisclosed amount / Seed
East Ventures,9/1/2014,valuklik,undisclosed amount / Seed
East Ventures,8/1/2014,Tripvisto,undisclosed amount / Seed
East Ventures,8/1/2014,Bridestory,undisclosed amount / Seed
East Ventures,8/1/2014,Ruangguru,undisclosed amount / Seed
East Ventures,8/1/2014,Omise,$300k / Seed
East Ventures,8/1/2014,OKpanda,$1.6M / Seed
East Ventures,8/1/2014,Sekai Lab,$1.2M / Seed
East Ventures,8/1/2014,Adskom,$850k / Seed
East Ventures,8/1/2014,Monstar Lab,¥120M / Venture
East Ventures,7/1/2014,LiB,$700k / Undisclosed
East Ventures,7/1/2014,Teleborder,undisclosed amount / Seed
East Ventures,7/1/2014,Panda Graphics,$1.37M / Seed
East Ventures,7/1/2014,gamba! inc.,¥40M / Series A
East Ventures,7/1/2014,connectFree,undisclosed amount / Seed
East Ventures,6/1/2014,Moi Corporation,$5M / Series A
East Ventures,6/1/2014,Berry Kitchen,undisclosed amount / Seed
East Ventures,5/1/2014,Bindo,$1.8M / Seed (Lead)
East Ventures,5/1/2014,ralali,undisclosed amount / Seed
East Ventures,5/1/2014,Art Loft,undisclosed amount / Seed
East Ventures,5/1/2014,99.co,$560k / Seed
East Ventures,1/1/2014,Hyper8,¥51M / Series B
East Ventures,1/1/2014,Bilna,undisclosed amount /Undisclosed
SV Angel,12/1/2015,Lily,$14M / Series A
SV Angel,12/1/2015,Ascend.io,$4M / Seed
SV Angel,11/1/2015,PatientPing,$9.6M / Venture
SV Angel,11/1/2015,FLEXE,$4.4M / Seed
SV Angel,11/1/2015,Hullabalu,$2.5M / Seed
SV Angel,10/1/2015,Seed,$5M / Venture
SV Angel,9/1/2015,Interviewed,$2M / Seed
SV Angel,9/1/2015,Triplebyte,$3M / Venture
SV Angel,9/1/2015,Eden,$2M / Seed
SV Angel,8/1/2015,Lugg,$3.8M / Seed
SV Angel,8/1/2015,Guideline Technologies Inc.,$2M / Seed
SV Angel,7/1/2015,Blockspring,$3.4M / Seed
SV Angel,7/1/2015,Beeswax,undisclosed amount / Seed
SV Angel,6/1/2015,Casper,$55M / Series B
SV Angel,6/1/2015,ReadMe.io,$1M / Seed
SV Angel,6/1/2015,Managed by Q,$15M / Series A
SV Angel,5/1/2015,Silversheet,$2.9M / Seed
SV Angel,5/1/2015,Pinterest,$186M / Series G
SV Angel,4/1/2015,WayUp,$7.8M / Series A
SV Angel,4/1/2015,ShipBob,$1M / Seed
SV Angel,4/1/2015,DroneBase,undisclosed amount / Seed
SV Angel,4/1/2015,Bit Kitchen,$3.2M / Seed
SV Angel,3/1/2015,Highfive,$32M / Series B
SV Angel,3/1/2015,Clearbit,$2M / Seed (Lead)
SV Angel,2/1/2015,Luxe,$20M / Series A
SV Angel,2/1/2015,Reserve,$15M / Series A
SV Angel,1/1/2015,MileIQ,$12.11M / Series A
SV Angel,1/1/2015,Cargomatic,$8M / Series A
SV Angel,1/1/2015,Pushbullet,$1.5M / Seed
SV Angel,1/1/2015,Nylas,$8M / Series A
SV Angel,1/1/2015,Sendbloom,$1.3M / Seed
SV Angel,12/1/2014,FarmLogs,$10M / Series B
SV Angel,12/1/2014,Helium,$15.98M / Series A
SV Angel,12/1/2014,Mesosphere,$36M / Series B
SV Angel,11/1/2014,Forward Networks,$11.15M / Venture
SV Angel,11/1/2014,Harry's,$75M / Venture
SV Angel,11/1/2014,Kik,$38.3M / Series C
SV Angel,11/1/2014,Shift,$23.8M / Series A
SV Angel,11/1/2014,Hello Alfred,$2M / Seed
SV Angel,11/1/2014,Course Hero,$15M / Series A
SV Angel,11/1/2014,Zen99,$2.5M / Seed
SV Angel,10/1/2014,Boostable,$2.6M / Seed
SV Angel,10/1/2014,Bowery,$1.5M / Seed
SV Angel,10/1/2014,Wit.ai,$3M / Seed
SV Angel,10/1/2014,Checkr,$9M / Series A
SV Angel,10/1/2014,Lever,$10M / Series A
SV Angel,9/1/2014,sendwithus,$2.3M / Seed
SV Angel,9/1/2014,Talkray,$5.3M / Series B
SV Angel,9/1/2014,Workpop,$7M / Series A
SV Angel,9/1/2014,MileIQ,$3M / Seed
SV Angel,9/1/2014,Teleport,$2.5M / Seed
SV Angel,8/1/2014,Product Hunt,$880k / Seed
SV Angel,8/1/2014,Chain,$9.5M / Series A
SV Angel,8/1/2014,PS DEPT.,$3.75M / Venture
SV Angel,8/1/2014,Quettra,$2.9M / Seed
SV Angel,8/1/2014,Two Tap,$2.7M / Seed
SV Angel,8/1/2014,Casper,$13.1M / Series A
SV Angel,7/1/2014,HandUp PBC,$850k / Seed
SV Angel,7/1/2014,Zesty,$3.7M / Seed
SV Angel,7/1/2014,Secret,$25M / Series B
SV Angel,7/1/2014,Amplitude,$2M / Seed
SV Angel,7/1/2014,Spring Inc,$7.5M / Series A
SV Angel,7/1/2014,Amino Apps,$1.65M / Seed
SV Angel,7/1/2014,Opendoor,$9.95M / Series A
SV Angel,7/1/2014,LedgerX,undisclosed amount /Series A
SV Angel,6/1/2014,Cargomatic,$2.6M / Seed (Lead)
SV Angel,6/1/2014,Patreon,$15M / Series A
SV Angel,6/1/2014,Weave,$5M / Series A
SV Angel,6/1/2014,WUT,$1M / Seed
SV Angel,6/1/2014,Move Loot,$2.8M / Seed
SV Angel,6/1/2014,"Ambition, Inc",$2M / Seed
SV Angel,6/1/2014,Zenefits,$66.5M / Series B
SV Angel,5/1/2014,PipelineDB,undisclosed amount / Seed
SV Angel,5/1/2014,Standard Treasury,$2.7M / Seed
SV Angel,5/1/2014,Bellabeat,$4.5M / Seed
SV Angel,5/1/2014,CrowdMed,undisclosed amount /Venture
SV Angel,5/1/2014,PLAE,$3.8M / Seed
SV Angel,5/1/2014,Pinterest,$200M / Series F (Lead)
SV Angel,5/1/2014,Niche,$2.5M / Seed
SV Angel,5/1/2014,Hullabalu,$2.15M / Seed (Lead)
SV Angel,5/1/2014,SolveBio,$2M / Seed
SV Angel,5/1/2014,KidAdmit,undisclosed amount / Seed
SV Angel,5/1/2014,Kamcord,$7.1M / Series A
SV Angel,5/1/2014,Urban Engines,undisclosed amount /Undisclosed
SV Angel,4/1/2014,Electric Objects,$1.7M / Seed
SV Angel,4/1/2014,URX,$12M / Series A
SV Angel,4/1/2014,Nervana Systems,$600k / Seed
SV Angel,4/1/2014,Who What Wear,$1.73M / Series A
SV Angel,4/1/2014,Paperless Post,$25M / Series C
SV Angel,4/1/2014,Fundbox,$17.5M / Series A
SV Angel,4/1/2014,Last Guide,$2.1M / Seed
SV Angel,4/1/2014,Jaunt,$6.8M / Series A
SV Angel,4/1/2014,Sookasa,$5M / Series A
SV Angel,4/1/2014,AptDeco,undisclosed amount / Seed
SV Angel,4/1/2014,Lily,$1M / Seed
SV Angel,3/1/2014,ClassPass,$2M / Seed
SV Angel,3/1/2014,SmartAsset,$5.2M / Series A
SV Angel,3/1/2014,SeeMe,$1.85M / Venture
SV Angel,3/1/2014,Secret,$8.6M / Series A
SV Angel,3/1/2014,Expa,$50M / Venture
SV Angel,2/1/2014,Iodine,$2.5M / Seed
SV Angel,2/1/2014,Violet Grey,$7.3M / Series A
SV Angel,2/1/2014,Quarterly,$1.25M / Series A
SV Angel,2/1/2014,BloomThat,$2.1M / Seed
SV Angel,2/1/2014,Celery,$2M / Seed
SV Angel,2/1/2014,Confide,$1.9M / Seed
SV Angel,2/1/2014,"Ambition, Inc",undisclosed amount / Seed
SV Angel,1/1/2014,Harry's,$122.5M / Venture
SV Angel,1/1/2014,Bluebox,$18M / Series B
SV Angel,1/1/2014,Storehouse,$1.5M / Seed
SV Angel,1/1/2014,Mindie,$1.2M / Seed (Lead)
SV Angel,1/1/2014,Boostable,$622k / Seed
SV Angel,1/1/2014,Oyster,$14M / Series A
SV Angel,1/1/2014,Crowdpac,$2.5M / Seed
SV Angel,1/1/2014,Scaled Inference,$5.6M / Seed
SV Angel,1/1/2014,Flexport,$6.9M / Seed
SV Angel,1/1/2014,Cruise,$4.3M / Seed
SV Angel,1/1/2014,Fundera,$3.4M / Series A
SV Angel,1/1/2014,Chain,$4.2M / Seed
Jackson Square Ventures,11/1/2015,OfferUp,$15.8M / Series B
Jackson Square Ventures,7/1/2015,Demandbase,$30M / Series G
Jackson Square Ventures,3/1/2015,ToutApp,$15M / Series B
Jackson Square Ventures,1/1/2015,Seismic Software,$20M / Series B
Jackson Square Ventures,11/1/2014,Upwork (formerly Elance-oDesk),$30M / Venture
Jackson Square Ventures,10/1/2014,Strava,$18.5M / Series D
Jackson Square Ventures,10/1/2014,Waterline Data Science,$7M / Series A
Jackson Square Ventures,5/1/2014,Centrify,$42M / Series E (Lead)
Jackson Square Ventures,3/1/2014,Omniata,$5.2M / Series A
Jackson Square Ventures,3/1/2014,DocuSign,$85M / Series E
Jackson Square Ventures,1/1/2014,Contently,$9M / Series B (Lead)
Birchmere Ventures,11/1/2015,PresenceLearning,$25M / Series C
Birchmere Ventures,9/1/2015,Prayas Analytics,$1M / Seed
Birchmere Ventures,6/1/2015,BloomBoard,$7.2M / Series B
Birchmere Ventures,6/1/2015,Eargo,$13.6M / Series A
Birchmere Ventures,4/1/2015,Peloton Technology,$16M / Series A
Birchmere Ventures,4/1/2015,Ascend Consumer Finance,$1.5M / Seed
Birchmere Ventures,4/1/2015,Identified Technologies,$2M / Seed (Lead)
Birchmere Ventures,8/1/2014,Jazz,$15M / Series C
Birchmere Ventures,6/1/2014,Earshot,$1.7M / Seed
Birchmere Ventures,5/1/2014,NoWait,$10M / Series B
Birchmere Ventures,2/1/2014,Gem,$1.5M / Angel
Expansion VC,12/1/2015,Lemonade,$13M / Seed
Expansion VC,11/1/2015,Transfix,$12M / Series A
Expansion VC,9/1/2015,InVenture,$10M / Series A
Expansion VC,8/1/2015,Able Lending,$6M / Series A
Expansion VC,8/1/2015,eShares,$17M / Series B
Expansion VC,7/1/2015,Boomtown!,$5.03M / Venture
Expansion VC,6/1/2015,Rinse,$3.5M / Seed
Expansion VC,5/1/2015,Descartes Labs,$3M / Seed
Expansion VC,4/1/2015,Astro,$2.52M / Venture
Expansion VC,4/1/2015,Via,$27M / Series B
Expansion VC,3/1/2015,HONK,$12M / Series A
Expansion VC,3/1/2015,Shuddle,$9.6M / Series A
Expansion VC,3/1/2015,Maker's Row,undisclosed amount /Venture (Lead)
Expansion VC,1/1/2015,HelloTech,$2.5M / Seed
Expansion VC,1/1/2015,Pillow,$2.65M / Venture
Expansion VC,1/1/2015,fitmob,$5M / Series B
Expansion VC,1/1/2015,eShares,$7M / Series A
Expansion VC,11/1/2014,Zendrive,undisclosed amount /Venture
Expansion VC,11/1/2014,Life360,undisclosed amount /Venture (Lead)
Expansion VC,11/1/2014,HONK,$1.25M / Seed
Expansion VC,11/1/2014,CompStak,$4.4M / Series A
Expansion VC,10/1/2014,Paintzen,$1.81M / Seed
Expansion VC,8/1/2014,OrderUp,$9M / Series A
Expansion VC,8/1/2014,Benny,undisclosed amount / Seed
Expansion VC,7/1/2014,Transfix,$2.5M / Seed
Expansion VC,7/1/2014,Caarbon,undisclosed amount / Seed
Expansion VC,5/1/2014,Life360,$50M / Series C
Expansion VC,5/1/2014,The RealReal,$20.37M / Series C
Expansion VC,3/1/2014,Via,$10.06M / Series A
Expansion VC,3/1/2014,SeeMe,$1.85M / Venture
Expansion VC,1/1/2014,Enigma Technologies,$4.5M / Series A
Expansion VC,1/1/2014,Verifcient Technologies,$1.75M / Convertible Note
Pejman Mar,12/1/2015,DotDashPay,$250k / Non Equity Assistance (Lead)
Pejman Mar,10/1/2015,One Concern,undisclosed amount /Convertible Note
Pejman Mar,10/1/2015,Paid,$1.4M / Seed
Pejman Mar,10/1/2015,Revfluence,undisclosed amount / Seed
Pejman Mar,10/1/2015,Seed,$5M / Venture
Pejman Mar,10/1/2015,Polarr,undisclosed amount / Seed
Pejman Mar,10/1/2015,honestbee,$15M / Series A
Pejman Mar,10/1/2015,Bluesmart,$11.5M / Series A
Pejman Mar,10/1/2015,PreNav,$1.2M / Seed
Pejman Mar,3/1/2015,DoorDash,$40M / Series B
Pejman Mar,3/1/2015,Memebox Corporation,$17.5M / Series B
Pejman Mar,2/1/2015,Branch Metrics,$15M / Series A
Pejman Mar,1/1/2015,Nitrio,undisclosed amount / Seed
Pejman Mar,10/1/2014,PreNav,undisclosed amount / Seed
Pejman Mar,10/1/2014,Switchmate,undisclosed amount / Seed
Pejman Mar,9/1/2014,Branch Metrics,$2.75M / Seed
Pejman Mar,9/1/2014,BetterWorks,$15M / Series A
Pejman Mar,7/1/2014,Thinknum,$1M / Seed
Pejman Mar,7/1/2014,Memebox Corporation,$11.92M / Series A
Pejman Mar,7/1/2014,Nitrio,undisclosed amount /Undisclosed
Pejman Mar,6/1/2014,Mattermark,$2M / Seed
Pejman Mar,6/1/2014,Branch Metrics,$300k / Angel
Pejman Mar,5/1/2014,DoorDash,$17.3M / Series A
Pejman Mar,5/1/2014,Kindred Prints,undisclosed amount / Seed
Pejman Mar,4/1/2014,Guardant Health,$30M / Series B
Pejman Mar,4/1/2014,True&Co,undisclosed amount /Series A
Pejman Mar,4/1/2014,Fieldbook,undisclosed amount / Seed
Pejman Mar,4/1/2014,Solvvy Inc.,undisclosed amount / Seed
Pejman Mar,3/1/2014,Lumoid,undisclosed amount /Undisclosed
Pejman Mar,2/1/2014,Paystik,undisclosed amount / Seed
Pejman Mar,1/1/2014,Washio,$2.25M / Seed (Lead)
Raptor Ventures,5/1/2015,Signal360 (formerly Sonic Notify),undisclosed amount /Series B
Raptor Ventures,4/1/2015,Conversion Logic,$4M / Seed
Morado Ventures,12/1/2015,Arterys,$7M / Series A
Morado Ventures,12/1/2015,OpsClarity,$11M / Series A
Morado Ventures,7/1/2015,ShoCard,$1.5M / Seed
Morado Ventures,4/1/2015,DataTorrent,$15M / Series B
Morado Ventures,2/1/2015,Sunshine,$2M / Seed
Morado Ventures,2/1/2015,Rainforest,$4M / Seed
Morado Ventures,1/1/2015,Cargomatic,$8M / Series A
Morado Ventures,11/1/2014,Clef,$1.7M / Seed
Morado Ventures,10/1/2014,Boostable,$2.6M / Seed
Morado Ventures,9/1/2014,Citrine Informatics,undisclosed amount / Seed
Morado Ventures,6/1/2014,Cargomatic,$2.6M / Seed (Lead)
Morado Ventures,4/1/2014,Rigetti Quantum Computing,$2.5M / Seed
Morado Ventures,4/1/2014,Savioke,$2M / Seed
Morado Ventures,2/1/2014,Polar,$1.68M / Seed
Morado Ventures,1/1/2014,Epic!,$1.4M / Seed
Morado Ventures,2014,talech,undisclosed amount / Seed
Double M Partners,11/1/2015,BlueLine Grid,$1.18M / Series A
Double M Partners,11/1/2015,Tuition.io,$5M / Series A
Double M Partners,10/1/2015,Kaleo Software,$7M / Series A
Double M Partners,8/1/2015,Who What Wear,$8M / Series B
Double M Partners,8/1/2015,Clique Media Group (CMG),$8M / Series B
Double M Partners,6/1/2015,Local ID,$1.9M / Seed
Double M Partners,6/1/2015,"Orbitera, Inc.",$2M / Seed
Double M Partners,4/1/2015,Pledgeling,$4M / Seed
Double M Partners,4/1/2015,Akanda Inc,undisclosed amount / Seed
Double M Partners,4/1/2015,BlueLine Grid,$3.8M / Series A
Double M Partners,2/1/2015,Emailage,$3.8M / Series A
Double M Partners,2/1/2015,Inspire Energy,$5M / Series A
Double M Partners,1/1/2015,Sense360,$2.75M / Seed
Double M Partners,1/1/2015,PingThings,$2M / Seed
Double M Partners,1/1/2015,Tuition.io,$1.25M / Seed
Double M Partners,12/1/2014,DropPoint North America,$750k / Convertible Note
Double M Partners,11/1/2014,HONK,$1.25M / Seed
Double M Partners,10/1/2014,Weaved,$2.3M / Seed
Double M Partners,8/1/2014,Retention Science,$7M / Series A
Double M Partners,7/1/2014,EV Connect,$1.25M / Convertible Note
Double M Partners,6/1/2014,Roadstruck,$1.4M / Seed
Double M Partners,4/1/2014,Connectivity,$6.35M / Series A
Double M Partners,3/1/2014,hiQ Labs,$1M / Convertible Note(Lead)
Double M Partners,3/1/2014,Scopely,$200k / Convertible Note
Double M Partners,3/1/2014,Bitium,$6.5M / Series A
Double M Partners,2/1/2014,The Trade Desk,$20M / Series B
Double M Partners,2/1/2014,ChowNow,$1M / Series A
Karlin Ventures,12/1/2015,BrightFunnel,$6M / Series A
Karlin Ventures,10/1/2015,Verge Genomics,$4M / Seed
Karlin Ventures,7/1/2015,Preact,$5.13M / Venture
Karlin Ventures,6/1/2015,PolicyGenius,$5.3M / Series A
Karlin Ventures,4/1/2015,3TEN8,$1.67M / Seed
Karlin Ventures,3/1/2015,HONK,$12M / Series A
Karlin Ventures,2/1/2015,Laurel & Wolf,$4.4M / Series A
Karlin Ventures,1/1/2015,True Link Financial,$3.4M / Seed
Karlin Ventures,1/1/2015,Bridg,undisclosed amount /Series A
Karlin Ventures,11/1/2014,HONK,$1.25M / Seed
Karlin Ventures,10/1/2014,BrightFunnel,$2.25M / Seed
Karlin Ventures,10/1/2014,ShipHawk,$5M / Series A
Karlin Ventures,6/1/2014,Victorious,$23.2M / Venture
Karlin Ventures,5/1/2014,The Noun Project,$2M / Seed
Karlin Ventures,5/1/2014,CirroSecure,$1.6M / Seed
Karlin Ventures,4/1/2014,Preact,$4.6M / Seed
Karlin Ventures,3/1/2014,Bitium,$6.5M / Series A
Karlin Ventures,1/1/2014,Amplify.LA,$8.1M / Series B
Montage Ventures,11/1/2015,Zipdrug,$2.6M / Seed
Montage Ventures,11/1/2015,Super,$3.6M / Seed
Montage Ventures,10/1/2015,GLAMSQUAD,$15M / Series B
Montage Ventures,8/1/2015,PeerStreet,$6.1M / Seed
Montage Ventures,6/1/2015,Eargo,$13.6M / Series A
Montage Ventures,3/1/2015,FLYR,$4.84M / Seed (Lead)
Montage Ventures,3/1/2015,Pager,$5.9M / Seed
Montage Ventures,2/1/2015,Gracious Eloise,$3.21M / Series A
Montage Ventures,2/1/2015,HomeLight,$3M / Series A
Montage Ventures,1/1/2015,Bolstr,$1.7M / Seed
Montage Ventures,11/1/2014,Lover.ly,$3.5M / Series A (Lead)
Montage Ventures,10/1/2014,GLAMSQUAD,$7M / Series A
Montage Ventures,5/1/2014,OLSET,$600k / Seed
Montage Ventures,5/1/2014,Pager,$4.5M / Seed
Montage Ventures,3/1/2014,OLSET,$615k / Seed
Montage Ventures,3/1/2014,FLYR,undisclosed amount / Seed
Commerce Ventures,10/1/2015,Marqeta,$25M / Series C
Commerce Ventures,10/1/2015,Blooom,$4M / Series A
Commerce Ventures,9/1/2015,Shoptalk,$2.5M / Seed
Commerce Ventures,8/1/2015,Narvar,$10M / Series A
Commerce Ventures,8/1/2015,ChatID,$11.2M / Series B
Commerce Ventures,7/1/2015,Levanto Financial Inc.,$1.6M / Seed
Commerce Ventures,5/1/2015,Shift Messenger,$1.5M / Seed
Commerce Ventures,5/1/2015,OnboardIQ,$3.3M / Seed
Commerce Ventures,5/1/2015,SessionM,$12M / Series C
Commerce Ventures,4/1/2015,MX Technologies,$30M / Series A
Commerce Ventures,4/1/2015,RetailNext,$125M / Series E
Commerce Ventures,3/1/2015,InAuth,$23M / Series A
Commerce Ventures,3/1/2015,Cylindo,$1M / Seed
Commerce Ventures,2/1/2015,Bill.com,$50M / Series F
Commerce Ventures,1/1/2015,Forter,undisclosed amount /Venture (Lead)
Commerce Ventures,12/1/2014,Wondermall,undisclosed amount /Venture (Lead)
Commerce Ventures,11/1/2014,Boomtown!,$3M / Seed
Commerce Ventures,11/1/2014,MX Technologies,$20M / Seed
Commerce Ventures,10/1/2014,Bitnet Technologies,$12M / Series A
Commerce Ventures,8/1/2014,Cylindo,undisclosed amount / Seed
Commerce Ventures,7/1/2014,Manifest,undisclosed amount / Seed
Commerce Ventures,7/1/2014,BetterDoctor,$10M / Series A
Commerce Ventures,6/1/2014,Narvar,$2M / Seed
Commerce Ventures,4/1/2014,RetailNext,$15M / Series C
Commerce Ventures,4/1/2014,ChatID,$6M / Series A
Commerce Ventures,4/1/2014,Updater,$8M / Series A
Commerce Ventures,1/1/2014,Bitnet Technologies,$2.5M / Convertible Note
Commerce Ventures,1/1/2014,Boomtown!,undisclosed amount / Seed
TenOneTen Ventures,11/1/2015,Descartes Labs,$5M / Series A
TenOneTen Ventures,7/1/2015,AirMap,$2.6M / Seed
TenOneTen Ventures,6/1/2015,Replicated,$1.5M / Seed
TenOneTen Ventures,6/1/2015,Zirtual,$2.56M / Debt Financing
TenOneTen Ventures,6/1/2015,Local ID,$1.9M / Seed
TenOneTen Ventures,6/1/2015,"DataScience, Inc.",$4.5M / Series A
TenOneTen Ventures,4/1/2015,Conversion Logic,$4M / Seed
TenOneTen Ventures,3/1/2015,HONK,$12M / Series A
TenOneTen Ventures,2/1/2015,"Andy OS, inc.",$3M / Seed
TenOneTen Ventures,11/1/2014,DSTLD,$4.4M / Series A
TenOneTen Ventures,10/1/2014,Zirtual,$250k / Debt Financing
TenOneTen Ventures,10/1/2014,Wit.ai,$3M / Seed
TenOneTen Ventures,10/1/2014,Curbside,$8M / Series A
TenOneTen Ventures,9/1/2014,TrueAccord,$5M / Series A
TenOneTen Ventures,9/1/2014,Doublie,undisclosed amount /Convertible Note
TenOneTen Ventures,7/1/2014,Kixer,$1M / Seed
TenOneTen Ventures,7/1/2014,WemoLab,$2.72M / Venture
TenOneTen Ventures,7/1/2014,Caarbon,undisclosed amount / Seed
TenOneTen Ventures,6/1/2014,"DataScience, Inc.",$1.5M / Seed
TenOneTen Ventures,6/1/2014,Roadstruck,$1.4M / Seed
TenOneTen Ventures,5/1/2014,PipelineDB,undisclosed amount / Seed
TenOneTen Ventures,4/1/2014,Connectivity,$6.35M / Series A
TenOneTen Ventures,2/1/2014,Kixer,undisclosed amount / Seed
Seraph Group,8/1/2015,NuMedii,$2M / Series A
Seraph Group,6/1/2015,Tribogenics,$11M / Series B
Seraph Group,3/1/2015,"Airdog, Inc",$2.5M / Seed (Lead)
Seraph Group,12/1/2014,AreaMetrics,$435k / Angel
Seraph Group,11/1/2014,Sanguine,$4M / Series A
Seraph Group,10/1/2014,HMicro,$5.5M / Series B (Lead)
Seraph Group,1/1/2014,Primeloop,$300k / Seed
China Rock Capital,11/1/2015,TuringSense,$3M / Seed
China Rock Capital,10/1/2015,Open Listings,$1M / Seed
China Rock Capital,9/1/2015,Civil Maps,$1.5M / Convertible Note
China Rock Capital,5/1/2015,Ripple,$28M / Series A
China Rock Capital,5/1/2015,Jetbay,$1.6M / Seed (Lead)
China Rock Capital,4/1/2015,Chariot,$3M / Seed
China Rock Capital,2/1/2015,Nvbots,$2M / Seed
China Rock Capital,10/1/2014,LeadGenius,$6M / Series A
China Rock Capital,9/1/2014,Sobrr,$1.1M / Seed
China Rock Capital,8/1/2014,Women.com,$1.75M / Seed
China Rock Capital,7/1/2014,Ginkgo Bioworks,$120k / Seed
China Rock Capital,7/1/2014,Shift Payments,$120k / Seed
China Rock Capital,5/1/2014,42,undisclosed amount / Seed
China Rock Capital,5/1/2014,3Sourcing,undisclosed amount / Seed
China Rock Capital,5/1/2014,Chrends,undisclosed amount /Angel
China Rock Capital,3/1/2014,TrueVault,$2.5M / Seed
China Rock Capital,3/1/2014,Share Practice,$1.3M / Seed
China Rock Capital,3/1/2014,Next Caller,undisclosed amount / Seed
China Rock Capital,3/1/2014,Buzzstarter Inc,undisclosed amount / Seed
China Rock Capital,2/1/2014,Nvigen,undisclosed amount / Seed
China Rock Capital,2/1/2014,DynaOptics,undisclosed amount / Seed
China Rock Capital,2/1/2014,EquityZen,undisclosed amount / Seed
China Rock Capital,1/1/2014,Pinshape,$100k / Seed
China Rock Capital,1/1/2014,BitAccess,$10M / Seed
China Rock Capital,1/1/2014,Geekatoo,$500k / Seed
